,Date,Category,article
8531,2017-06-21,3,Null
8532,2017-06-21,4,Null
8533,2017-06-21,5,Null
8534,2017-06-21,6,Null
8535,2017-06-21,7,Null
8536,2017-06-21,8,Null
8537,2017-06-21,9,Null
8538,2017-06-21,10,Null
8539,2017-06-21,11,Null
8540,2017-06-22,2,Null
8541,2017-06-22,3,Null
8542,2017-06-22,4,Null
8543,2017-06-22,5,Null
8544,2017-06-22,6,Null
8545,2017-06-22,7,Null
8546,2017-06-22,8,Null
8547,2017-06-22,9,Null
8548,2017-06-22,10,Null
8549,2017-06-22,11,Null
8550,2017-06-23,2,Null
8551,2017-06-23,3,Null
8552,2017-06-23,4,Null
8553,2017-06-23,5,Null
8554,2017-06-23,6,Null
8555,2017-06-23,7,Null
8556,2017-06-23,8,Null
8557,2017-06-23,9,Null
8558,2017-06-23,10,Null
8559,2017-06-23,11,Null
8560,2017-06-26,2,Null
8561,2017-06-26,3,Null
8562,2017-06-26,4,Null
8563,2017-06-26,5,Null
8564,2017-06-26,6,Null
8565,2017-06-26,7,Null
8566,2017-06-26,8,Null
8567,2017-06-26,9,Null
8568,2017-06-26,10,Null
8569,2017-06-26,11,Null
8570,2017-06-27,2,Null
8571,2017-06-27,3,Null
8572,2017-06-27,4,Null
8573,2017-06-27,5,Null
8574,2017-06-27,6,Null
8575,2017-06-27,7,Null
8576,2017-06-27,8,Null
8577,2017-06-27,9,Null
8578,2017-06-27,10,Null
8579,2017-06-27,11,Null
8580,2017-06-28,2,Null
8581,2017-06-28,3,Null
8582,2017-06-28,4,Null
8583,2017-06-28,5,Null
8584,2017-06-28,6,Null
8585,2017-06-28,7,Null
8586,2017-06-28,8,Null
8587,2017-06-28,9,Null
8588,2017-06-28,10,Null
8589,2017-06-28,11,Null
8590,2017-06-29,2,Null
8591,2017-06-29,3,Null
8592,2017-06-29,4,Null
8593,2017-06-29,5,Null
8594,2017-06-29,6,Null
8595,2017-06-29,7,Null
8596,2017-06-29,8,Null
8597,2017-06-29,9,Null
8598,2017-06-29,10,Null
8599,2017-06-29,11,Null
8600,2017-06-30,2,Null
8601,2017-06-30,3,Null
8602,2017-06-30,4,Null
8603,2017-06-30,5,Null
8604,2017-06-30,6,Null
8605,2017-06-30,7,Null
8606,2017-06-30,8,Null
8607,2017-06-30,9,Null
8608,2017-06-30,10,Null
8609,2017-06-30,11,Null
8610,2017-07-03,2,Null
8611,2017-07-03,3,Null
8612,2017-07-03,4,Null
8613,2017-07-03,5,Null
8614,2017-07-03,6,Null
8615,2017-07-03,7,Null
8616,2017-07-03,8,Null
8617,2017-07-03,9,Null
8618,2017-07-03,10,Null
8619,2017-07-03,11,Null
8620,2017-07-04,2,Null
8621,2017-07-04,3,Null
8622,2017-07-04,4,Null
8623,2017-07-04,5,Null
8624,2017-07-04,6,Null
8625,2017-07-04,7,Null
8626,2017-07-04,8,Null
8627,2017-07-04,9,Null
8628,2017-07-04,10,Null
8629,2017-07-04,11,Null
8630,2017-07-05,2,Null
8631,2017-07-05,3,Null
8632,2017-07-05,4,Null
8633,2017-07-05,5,Null
8634,2017-07-05,6,Null
8635,2017-07-05,7,Null
8636,2017-07-05,8,Null
8637,2017-07-05,9,Null
8638,2017-07-05,10,Null
8639,2017-07-05,11,Null
8640,2017-07-06,2,Null
8641,2017-07-06,3,Null
8642,2017-07-06,4,Null
8643,2017-07-06,5,Null
8644,2017-07-06,6,Null
8645,2017-07-06,7,Null
8646,2017-07-06,8,Null
8647,2017-07-06,9,Null
8648,2017-07-06,10,Null
8649,2017-07-06,11,Null
8650,2017-07-07,2,Null
8651,2017-07-07,3,Null
8652,2017-07-07,4,Null
8653,2017-07-07,5,Null
8654,2017-07-07,6,Null
8655,2017-07-07,7,Null
8656,2017-07-07,8,Null
8657,2017-07-07,9,Null
8658,2017-07-07,10,Null
8659,2017-07-07,11,Null
8660,2017-07-10,2,Null
8661,2017-07-10,3,Null
8662,2017-07-10,4,Null
8663,2017-07-10,5,Null
8664,2017-07-10,6,Null
8665,2017-07-10,7,Null
8666,2017-07-10,8,Null
8667,2017-07-10,9,Null
8668,2017-07-10,10,Null
8669,2017-07-10,11,Null
8670,2017-07-11,2,Null
8671,2017-07-11,3,Null
8672,2017-07-11,4,Null
8673,2017-07-11,5,Null
8674,2017-07-11,6,Null
8675,2017-07-11,7,Null
8676,2017-07-11,8,Null
8677,2017-07-11,9,Null
8678,2017-07-11,10,Null
8679,2017-07-11,11,Null
8680,2017-07-12,2,Null
8681,2017-07-12,3,Null
8682,2017-07-12,4,Null
8683,2017-07-12,5,Null
8684,2017-07-12,6,Null
8685,2017-07-12,7,Null
8686,2017-07-12,8,Null
8687,2017-07-12,9,Null
8688,2017-07-12,10,Null
8689,2017-07-12,11,Null
8690,2017-07-13,2,Null
8691,2017-07-13,3,Null
8692,2017-07-13,4,Null
8693,2017-07-13,5,Null
8694,2017-07-13,6,Null
8695,2017-07-13,7,Null
8696,2017-07-13,8,Null
8697,2017-07-13,9,Null
8698,2017-07-13,10,Null
8699,2017-07-13,11,Null
8700,2017-07-14,2,Null
8701,2017-07-14,3,Null
8702,2017-07-14,4,Null
8703,2017-07-14,5,Null
8704,2017-07-14,6,Null
8705,2017-07-14,7,Null
8706,2017-07-14,8,Null
8707,2017-07-14,9,Null
8708,2017-07-14,10,Null
8709,2017-07-14,11,Null
8710,2017-07-17,2,Null
8711,2017-07-17,3,Null
8712,2017-07-17,4,Null
8713,2017-07-17,5,Null
8714,2017-07-17,6,Null
8715,2017-07-17,7,Null
8716,2017-07-17,8,Null
8717,2017-07-17,9,Null
8718,2017-07-17,10,Null
8719,2017-07-17,11,Null
8720,2017-07-18,2,Null
8721,2017-07-18,3,Null
8722,2017-07-18,4,Null
8723,2017-07-18,5,Null
8724,2017-07-18,6,Null
8725,2017-07-18,7,Null
8726,2017-07-18,8,Null
8727,2017-07-18,9,Null
8728,2017-07-18,10,Null
8729,2017-07-18,11,Null
8730,2017-07-19,2,Null
8731,2017-07-19,3,Null
8732,2017-07-19,4,Null
8733,2017-07-19,5,Null
8734,2017-07-19,6,Null
8735,2017-07-19,7,Null
8736,2017-07-19,8,Null
8737,2017-07-19,9,Null
8738,2017-07-19,10,Null
8739,2017-07-19,11,Null
8740,2017-07-20,2,Null
8741,2017-07-20,3,Null
8742,2017-07-20,4,Null
8743,2017-07-20,5,Null
8744,2017-07-20,6,Null
8745,2017-07-20,7,Null
8746,2017-07-20,8,Null
8747,2017-07-20,9,Null
8748,2017-07-20,10,Null
8749,2017-07-20,11,Null
8750,2017-07-21,2,Null
8751,2017-07-21,3,Null
8752,2017-07-21,4,Null
8753,2017-07-21,5,Null
8754,2017-07-21,6,Null
8755,2017-07-21,7,Null
8756,2017-07-21,8,Null
8757,2017-07-21,9,Null
8758,2017-07-21,10,Null
8759,2017-07-21,11,Null
8760,2017-07-24,2,Null
8761,2017-07-24,3,Null
8762,2017-07-24,4,Null
8763,2017-07-24,5,Null
8764,2017-07-24,6,Null
8765,2017-07-24,7,Null
8766,2017-07-24,8,Null
8767,2017-07-24,9,Null
8768,2017-07-24,10,Null
8769,2017-07-24,11,Null
8770,2017-07-25,2,Null
8771,2017-07-25,3,Null
8772,2017-07-25,4,Null
8773,2017-07-25,5,Null
8774,2017-07-25,6,Null
8775,2017-07-25,7,Null
8776,2017-07-25,8,Null
8777,2017-07-25,9,Null
8778,2017-07-25,10,Null
8779,2017-07-25,11,Null
8780,2017-07-26,2,Null
8781,2017-07-26,3,Null
8782,2017-07-26,4,Null
8783,2017-07-26,5,Null
8784,2017-07-26,6,Null
8785,2017-07-26,7,Null
8786,2017-07-26,8,Null
8787,2017-07-26,9,Null
8788,2017-07-26,10,Null
8789,2017-07-26,11,Null
8790,2017-07-27,2,Null
8791,2017-07-27,3,Null
8792,2017-07-27,4,Null
8793,2017-07-27,5,Null
8794,2017-07-27,6,Null
8795,2017-07-27,7,Null
8796,2017-07-27,8,Null
8797,2017-07-27,9,Null
8798,2017-07-27,10,Null
8799,2017-07-27,11,Null
8800,2017-07-28,2,Null
8801,2017-07-28,3,Null
8802,2017-07-28,4,Null
8803,2017-07-28,5,Null
8804,2017-07-28,6,Null
8805,2017-07-28,7,Null
8806,2017-07-28,8,Null
8807,2017-07-28,9,Null
8808,2017-07-28,10,Null
8809,2017-07-28,11,Null
8810,2017-07-31,2,Null
8811,2017-07-31,3,Null
8812,2017-07-31,4,Null
8813,2017-07-31,5,Null
8814,2017-07-31,6,Null
8815,2017-07-31,7,Null
8816,2017-07-31,8,Null
8817,2017-07-31,9,Null
8818,2017-07-31,10,Null
8819,2017-07-31,11,Null
8820,2017-08-01,2,Null
8821,2017-08-01,3,Null
8822,2017-08-01,4,Null
8823,2017-08-01,5,Null
8824,2017-08-01,6,Null
8825,2017-08-01,7,Null
8826,2017-08-01,8,Null
8827,2017-08-01,9,Null
8828,2017-08-01,10,Null
8829,2017-08-01,11,Null
8830,2017-08-02,2,Null
8831,2017-08-02,3,Null
8832,2017-08-02,4,Null
8833,2017-08-02,5,Null
8834,2017-08-02,6,Null
8835,2017-08-02,7,Null
8836,2017-08-02,8,Null
8837,2017-08-02,9,Null
8838,2017-08-02,10,Null
8839,2017-08-02,11,Null
8840,2017-08-03,2,Null
8841,2017-08-03,3,Null
8842,2017-08-03,4,Null
8843,2017-08-03,5,Null
8844,2017-08-03,6,Null
8845,2017-08-03,7,Null
8846,2017-08-03,8,Null
8847,2017-08-03,9,Null
8848,2017-08-03,10,Null
8849,2017-08-03,11,Null
8850,2017-08-04,2,Null
8851,2017-08-04,3,Null
8852,2017-08-04,4,Null
8853,2017-08-04,5,Null
8854,2017-08-04,6,Null
8855,2017-08-04,7,Null
8856,2017-08-04,8,Null
8857,2017-08-04,9,Null
8858,2017-08-04,10,Null
8859,2017-08-04,11,Null
8860,2017-08-07,2,Null
8861,2017-08-07,3,Null
8862,2017-08-07,4,Null
8863,2017-08-07,5,Null
8864,2017-08-07,6,Null
8865,2017-08-07,7,Null
8866,2017-08-07,8,Null
8867,2017-08-07,9,Null
8868,2017-08-07,10,Null
8869,2017-08-07,11,Null
8870,2017-08-08,2,Null
8871,2017-08-08,3,Null
8872,2017-08-08,4,Null
8873,2017-08-08,5,Null
8874,2017-08-08,6,Null
8875,2017-08-08,7,Null
8876,2017-08-08,8,Null
8877,2017-08-08,9,Null
8878,2017-08-08,10,Null
8879,2017-08-08,11,Null
8880,2017-08-09,2,Null
8881,2017-08-09,3,Null
8882,2017-08-09,4,Null
8883,2017-08-09,5,Null
8884,2017-08-09,6,Null
8885,2017-08-09,7,Null
8886,2017-08-09,8,Null
8887,2017-08-09,9,Null
8888,2017-08-09,10,Null
8889,2017-08-09,11,Null
8890,2017-08-10,2,Null
8891,2017-08-10,3,Null
8892,2017-08-10,4,Null
8893,2017-08-10,5,Null
8894,2017-08-10,6,Null
8895,2017-08-10,7,Null
8896,2017-08-10,8,Null
8897,2017-08-10,9,Null
8898,2017-08-10,10,Null
8899,2017-08-10,11,Null
8900,2017-08-11,2,Null
8901,2017-08-11,3,Null
8902,2017-08-11,4,Null
8903,2017-08-11,5,Null
8904,2017-08-11,6,Null
8905,2017-08-11,7,Null
8906,2017-08-11,8,Null
8907,2017-08-11,9,Null
8908,2017-08-11,10,Null
8909,2017-08-11,11,Null
8910,2017-08-14,2,Null
8911,2017-08-14,3,Null
8912,2017-08-14,4,Null
8913,2017-08-14,5,Null
8914,2017-08-14,6,Null
8915,2017-08-14,7,Null
8916,2017-08-14,8,Null
8917,2017-08-14,9,Null
8918,2017-08-14,10,Null
8919,2017-08-14,11,Null
8920,2017-08-16,2,Null
8921,2017-08-16,3,Null
8922,2017-08-16,4,Null
8923,2017-08-16,5,Null
8924,2017-08-16,6,Null
8925,2017-08-16,7,Null
8926,2017-08-16,8,Null
8927,2017-08-16,9,Null
8928,2017-08-16,10,Null
8929,2017-08-16,11,Null
8930,2017-08-17,2,Null
8931,2017-08-17,3,Null
8932,2017-08-17,4,Null
8933,2017-08-17,5,Null
8934,2017-08-17,6,Null
8935,2017-08-17,7,Null
8936,2017-08-17,8,Null
8937,2017-08-17,9,Null
8938,2017-08-17,10,Null
8939,2017-08-17,11,Null
8940,2017-08-18,2,Null
8941,2017-08-18,3,Null
8942,2017-08-18,4,Null
8943,2017-08-18,5,Null
8944,2017-08-18,6,Null
8945,2017-08-18,7,Null
8946,2017-08-18,8,Null
8947,2017-08-18,9,Null
8948,2017-08-18,10,Null
8949,2017-08-18,11,Null
8950,2017-08-21,2,Null
8951,2017-08-21,3,Null
8952,2017-08-21,4,Null
8953,2017-08-21,5,Null
8954,2017-08-21,6,Null
8955,2017-08-21,7,Null
8956,2017-08-21,8,Null
8957,2017-08-21,9,Null
8958,2017-08-21,10,Null
8959,2017-08-21,11,Null
8960,2017-08-22,2,Null
8961,2017-08-22,3,Null
8962,2017-08-22,4,Null
8963,2017-08-22,5,Null
8964,2017-08-22,6,Null
8965,2017-08-22,7,Null
8966,2017-08-22,8,Null
8967,2017-08-22,9,Null
8968,2017-08-22,10,Null
8969,2017-08-22,11,Null
8970,2017-08-23,2,Null
8971,2017-08-23,3,Null
8972,2017-08-23,4,Null
8973,2017-08-23,5,Null
8974,2017-08-23,6,Null
8975,2017-08-23,7,Null
8976,2017-08-23,8,Null
8977,2017-08-23,9,Null
8978,2017-08-23,10,Null
8979,2017-08-23,11,Null
8980,2017-08-24,2,Null
8981,2017-08-24,3,Null
8982,2017-08-24,4,Null
8983,2017-08-24,5,Null
8984,2017-08-24,6,Null
8985,2017-08-24,7,Null
8986,2017-08-24,8,Null
8987,2017-08-24,9,Null
8988,2017-08-24,10,Null
8989,2017-08-24,11,Null
8990,2017-08-25,2,Null
8991,2017-08-25,3,Null
8992,2017-08-25,4,Null
8993,2017-08-25,5,Null
8994,2017-08-25,6,Null
8995,2017-08-25,7,Null
8996,2017-08-25,8,Null
8997,2017-08-25,9,Null
8998,2017-08-25,10,Null
8999,2017-08-25,11,Null
9000,2017-08-28,2,Null
9001,2017-08-28,3,Null
9002,2017-08-28,4,Null
9003,2017-08-28,5,Null
9004,2017-08-28,6,Null
9005,2017-08-28,7,Null
9006,2017-08-28,8,Null
9007,2017-08-28,9,Null
9008,2017-08-28,10,Null
9009,2017-08-28,11,Null
9010,2017-08-29,2,Null
9011,2017-08-29,3,Null
9012,2017-08-29,4,Null
9013,2017-08-29,5,Null
9014,2017-08-29,6,Null
9015,2017-08-29,7,Null
9016,2017-08-29,8,Null
9017,2017-08-29,9,Null
9018,2017-08-29,10,Null
9019,2017-08-29,11,Null
9020,2017-08-30,2,Null
9021,2017-08-30,3,Null
9022,2017-08-30,4,Null
9023,2017-08-30,5,Null
9024,2017-08-30,6,Null
9025,2017-08-30,7,Null
9026,2017-08-30,8,Null
9027,2017-08-30,9,Null
9028,2017-08-30,10,Null
9029,2017-08-30,11,Null
9030,2017-08-31,2,Null
9031,2017-08-31,3,Null
9032,2017-08-31,4,Null
9033,2017-08-31,5,Null
9034,2017-08-31,6,Null
9035,2017-08-31,7,Null
9036,2017-08-31,8,Null
9037,2017-08-31,9,Null
9038,2017-08-31,10,Null
9039,2017-08-31,11,Null
9040,2017-09-01,2,Null
9041,2017-09-01,3,Null
9042,2017-09-01,4,Null
9043,2017-09-01,5,Null
9044,2017-09-01,6,Null
9045,2017-09-01,7,Null
9046,2017-09-01,8,Null
9047,2017-09-01,9,Null
9048,2017-09-01,10,Null
9049,2017-09-01,11,Null
9050,2017-09-04,2,Null
9051,2017-09-04,3,Null
9052,2017-09-04,4,Null
9053,2017-09-04,5,Null
9054,2017-09-04,6,Null
9055,2017-09-04,7,Null
9056,2017-09-04,8,Null
9057,2017-09-04,9,Null
9058,2017-09-04,10,Null
9059,2017-09-04,11,Null
9060,2017-09-05,2,Null
9061,2017-09-05,3,Null
9062,2017-09-05,4,Null
9063,2017-09-05,5,Null
9064,2017-09-05,6,Null
9065,2017-09-05,7,Null
9066,2017-09-05,8,Null
9067,2017-09-05,9,Null
9068,2017-09-05,10,Null
9069,2017-09-05,11,Null
9070,2017-09-06,2,Null
9071,2017-09-06,3,Null
9072,2017-09-06,4,Null
9073,2017-09-06,5,Null
9074,2017-09-06,6,Null
9075,2017-09-06,7,Null
9076,2017-09-06,8,Null
9077,2017-09-06,9,Null
9078,2017-09-06,10,Null
9079,2017-09-06,11,Null
9080,2017-09-07,2,Null
9081,2017-09-07,3,Null
9082,2017-09-07,4,Null
9083,2017-09-07,5,Null
9084,2017-09-07,6,Null
9085,2017-09-07,7,Null
9086,2017-09-07,8,Null
9087,2017-09-07,9,Null
9088,2017-09-07,10,Null
9089,2017-09-07,11,Null
9090,2017-09-08,2,Null
9091,2017-09-08,3,Null
9092,2017-09-08,4,Null
9093,2017-09-08,5,Null
9094,2017-09-08,6,Null
9095,2017-09-08,7,Null
9096,2017-09-08,8,Null
9097,2017-09-08,9,Null
9098,2017-09-08,10,Null
9099,2017-09-08,11,Null
9100,2017-09-11,2,Null
9101,2017-09-11,3,Null
9102,2017-09-11,4,Null
9103,2017-09-11,5,Null
9104,2017-09-11,6,Null
9105,2017-09-11,7,Null
9106,2017-09-11,8,Null
9107,2017-09-11,9,Null
9108,2017-09-11,10,Null
9109,2017-09-11,11,Null
9110,2017-09-12,2,Null
9111,2017-09-12,3,Null
9112,2017-09-12,4,Null
9113,2017-09-12,5,Null
9114,2017-09-12,6,Null
9115,2017-09-12,7,Null
9116,2017-09-12,8,Null
9117,2017-09-12,9,Null
9118,2017-09-12,10,Null
9119,2017-09-12,11,Null
9120,2017-09-13,2,Null
9121,2017-09-13,3,Null
9122,2017-09-13,4,Null
9123,2017-09-13,5,Null
9124,2017-09-13,6,Null
9125,2017-09-13,7,Null
9126,2017-09-13,8,Null
9127,2017-09-13,9,Null
9128,2017-09-13,10,Null
9129,2017-09-13,11,Null
9130,2017-09-14,2,Null
9131,2017-09-14,3,Null
9132,2017-09-14,4,Null
9133,2017-09-14,5,Null
9134,2017-09-14,6,Null
9135,2017-09-14,7,Null
9136,2017-09-14,8,Null
9137,2017-09-14,9,Null
9138,2017-09-14,10,Null
9139,2017-09-14,11,Null
9140,2017-09-15,2,Null
9141,2017-09-15,3,Null
9142,2017-09-15,4,Null
9143,2017-09-15,5,Null
9144,2017-09-15,6,Null
9145,2017-09-15,7,Null
9146,2017-09-15,8,Null
9147,2017-09-15,9,Null
9148,2017-09-15,10,Null
9149,2017-09-15,11,Null
9150,2017-09-18,2,Null
9151,2017-09-18,3,Null
9152,2017-09-18,4,Null
9153,2017-09-18,5,Null
9154,2017-09-18,6,Null
9155,2017-09-18,7,Null
9156,2017-09-18,8,Null
9157,2017-09-18,9,Null
9158,2017-09-18,10,Null
9159,2017-09-18,11,Null
9160,2017-09-19,2,Null
9161,2017-09-19,3,Null
9162,2017-09-19,4,Null
9163,2017-09-19,5,Null
9164,2017-09-19,6,Null
9165,2017-09-19,7,Null
9166,2017-09-19,8,Null
9167,2017-09-19,9,Null
9168,2017-09-19,10,Null
9169,2017-09-19,11,Null
9170,2017-09-20,2,Null
9171,2017-09-20,3,Null
9172,2017-09-20,4,Null
9173,2017-09-20,5,Null
9174,2017-09-20,6,Null
9175,2017-09-20,7,Null
9176,2017-09-20,8,Null
9177,2017-09-20,9,Null
9178,2017-09-20,10,Null
9179,2017-09-20,11,Null
9180,2017-09-21,2,Null
9181,2017-09-21,3,Null
9182,2017-09-21,4,Null
9183,2017-09-21,5,Null
9184,2017-09-21,6,Null
9185,2017-09-21,7,Null
9186,2017-09-21,8,Null
9187,2017-09-21,9,Null
9188,2017-09-21,10,Null
9189,2017-09-21,11,Null
9190,2017-09-22,2,Null
9191,2017-09-22,3,Null
9192,2017-09-22,4,Null
9193,2017-09-22,5,Null
9194,2017-09-22,6,Null
9195,2017-09-22,7,Null
9196,2017-09-22,8,Null
9197,2017-09-22,9,Null
9198,2017-09-22,10,Null
9199,2017-09-22,11,Null
9200,2017-09-25,2,Null
9201,2017-09-25,3,Null
9202,2017-09-25,4,Null
9203,2017-09-25,5,Null
9204,2017-09-25,6,Null
9205,2017-09-25,7,Null
9206,2017-09-25,8,Null
9207,2017-09-25,9,Null
9208,2017-09-25,10,Null
9209,2017-09-25,11,Null
9210,2017-09-26,2,Null
9211,2017-09-26,3,Null
9212,2017-09-26,4,Null
9213,2017-09-26,5,Null
9214,2017-09-26,6,Null
9215,2017-09-26,7,Null
9216,2017-09-26,8,Null
9217,2017-09-26,9,Null
9218,2017-09-26,10,Null
9219,2017-09-26,11,Null
9220,2017-09-27,2,Null
9221,2017-09-27,3,Null
9222,2017-09-27,4,Null
9223,2017-09-27,5,Null
9224,2017-09-27,6,Null
9225,2017-09-27,7,Null
9226,2017-09-27,8,Null
9227,2017-09-27,9,Null
9228,2017-09-27,10,Null
9229,2017-09-27,11,Null
9230,2017-09-28,2,Null
9231,2017-09-28,3,Null
9232,2017-09-28,4,Null
9233,2017-09-28,5,Null
9234,2017-09-28,6,Null
9235,2017-09-28,7,Null
9236,2017-09-28,8,Null
9237,2017-09-28,9,Null
9238,2017-09-28,10,Null
9239,2017-09-28,11,Null
9240,2017-09-29,2,Null
9241,2017-09-29,3,Null
9242,2017-09-29,4,Null
9243,2017-09-29,5,Null
9244,2017-09-29,6,Null
9245,2017-09-29,7,Null
9246,2017-09-29,8,Null
9247,2017-09-29,9,Null
9248,2017-09-29,10,Null
9249,2017-09-29,11,Null
9250,2017-10-10,2,Null
9251,2017-10-10,3,Null
9252,2017-10-10,4,Null
9253,2017-10-10,5,Null
9254,2017-10-10,6,Null
9255,2017-10-10,7,Null
9256,2017-10-10,8,Null
9257,2017-10-10,9,Null
9258,2017-10-10,10,Null
9259,2017-10-10,11,Null
9260,2017-10-11,2,Null
9261,2017-10-11,3,Null
9262,2017-10-11,4,Null
9263,2017-10-11,5,Null
9264,2017-10-11,6,Null
9265,2017-10-11,7,Null
9266,2017-10-11,8,Null
9267,2017-10-11,9,Null
9268,2017-10-11,10,Null
9269,2017-10-11,11,Null
9270,2017-10-12,2,Null
9271,2017-10-12,3,Null
9272,2017-10-12,4,Null
9273,2017-10-12,5,Null
9274,2017-10-12,6,Null
9275,2017-10-12,7,Null
9276,2017-10-12,8,Null
9277,2017-10-12,9,Null
9278,2017-10-12,10,Null
9279,2017-10-12,11,Null
9280,2017-10-13,2,Null
9281,2017-10-13,3,Null
9282,2017-10-13,4,Null
9283,2017-10-13,5,Null
9284,2017-10-13,6,Null
9285,2017-10-13,7,Null
9286,2017-10-13,8,Null
9287,2017-10-13,9,Null
9288,2017-10-13,10,Null
9289,2017-10-13,11,Null
9290,2017-10-16,2,Null
9291,2017-10-16,3,Null
9292,2017-10-16,4,Null
9293,2017-10-16,5,Null
9294,2017-10-16,6,Null
9295,2017-10-16,7,Null
9296,2017-10-16,8,Null
9297,2017-10-16,9,Null
9298,2017-10-16,10,Null
9299,2017-10-16,11,Null
9300,2017-10-17,2,Null
9301,2017-10-17,3,Null
9302,2017-10-17,4,Null
9303,2017-10-17,5,Null
9304,2017-10-17,6,Null
9305,2017-10-17,7,Null
9306,2017-10-17,8,Null
9307,2017-10-17,9,Null
9308,2017-10-17,10,Null
9309,2017-10-17,11,Null
9310,2017-10-18,2,Null
9311,2017-10-18,3,Null
9312,2017-10-18,4,Null
9313,2017-10-18,5,Null
9314,2017-10-18,6,Null
9315,2017-10-18,7,Null
9316,2017-10-18,8,Null
9317,2017-10-18,9,Null
9318,2017-10-18,10,Null
9319,2017-10-18,11,Null
9320,2017-10-19,2,Null
9321,2017-10-19,3,Null
9322,2017-10-19,4,Null
9323,2017-10-19,5,Null
9324,2017-10-19,6,Null
9325,2017-10-19,7,Null
9326,2017-10-19,8,Null
9327,2017-10-19,9,Null
9328,2017-10-19,10,Null
9329,2017-10-19,11,Null
9330,2017-10-20,2,Null
9331,2017-10-20,3,Null
9332,2017-10-20,4,Null
9333,2017-10-20,5,Null
9334,2017-10-20,6,Null
9335,2017-10-20,7,Null
9336,2017-10-20,8,Null
9337,2017-10-20,9,Null
9338,2017-10-20,10,Null
9339,2017-10-20,11,Null
9340,2017-10-23,2,Null
9341,2017-10-23,3,Null
9342,2017-10-23,4,Null
9343,2017-10-23,5,Null
9344,2017-10-23,6,Null
9345,2017-10-23,7,Null
9346,2017-10-23,8,Null
9347,2017-10-23,9,Null
9348,2017-10-23,10,Null
9349,2017-10-23,11,Null
9350,2017-10-24,2,Null
9351,2017-10-24,3,Null
9352,2017-10-24,4,Null
9353,2017-10-24,5,Null
9354,2017-10-24,6,Null
9355,2017-10-24,7,Null
9356,2017-10-24,8,Null
9357,2017-10-24,9,Null
9358,2017-10-24,10,Null
9359,2017-10-24,11,Null
9360,2017-10-25,2,Null
9361,2017-10-25,3,Null
9362,2017-10-25,4,Null
9363,2017-10-25,5,Null
9364,2017-10-25,6,Null
9365,2017-10-25,7,Null
9366,2017-10-25,8,Null
9367,2017-10-25,9,Null
9368,2017-10-25,10,Null
9369,2017-10-25,11,Null
9370,2017-10-26,2,Null
9371,2017-10-26,3,Null
9372,2017-10-26,4,Null
9373,2017-10-26,5,Null
9374,2017-10-26,6,Null
9375,2017-10-26,7,Null
9376,2017-10-26,8,Null
9377,2017-10-26,9,Null
9378,2017-10-26,10,Null
9379,2017-10-26,11,Null
9380,2017-10-27,2,Null
9381,2017-10-27,3,Null
9382,2017-10-27,4,Null
9383,2017-10-27,5,Null
9384,2017-10-27,6,Null
9385,2017-10-27,7,Null
9386,2017-10-27,8,Null
9387,2017-10-27,9,Null
9388,2017-10-27,10,Null
9389,2017-10-27,11,Null
9390,2017-10-30,2,Null
9391,2017-10-30,3,Null
9392,2017-10-30,4,Null
9393,2017-10-30,5,Null
9394,2017-10-30,6,Null
9395,2017-10-30,7,Null
9396,2017-10-30,8,Null
9397,2017-10-30,9,Null
9398,2017-10-30,10,Null
9399,2017-10-30,11,Null
9400,2017-10-31,2,Null
9401,2017-10-31,3,Null
9402,2017-10-31,4,Null
9403,2017-10-31,5,Null
9404,2017-10-31,6,Null
9405,2017-10-31,7,Null
9406,2017-10-31,8,Null
9407,2017-10-31,9,Null
9408,2017-10-31,10,Null
9409,2017-10-31,11,Null
9410,2017-11-01,2,Null
9411,2017-11-01,3,Null
9412,2017-11-01,4,Null
9413,2017-11-01,5,Null
9414,2017-11-01,6,Null
9415,2017-11-01,7,Null
9416,2017-11-01,8,Null
9417,2017-11-01,9,Null
9418,2017-11-01,10,Null
9419,2017-11-01,11,Null
9420,2017-11-02,2,Null
9421,2017-11-02,3,Null
9422,2017-11-02,4,Null
9423,2017-11-02,5,Null
9424,2017-11-02,6,Null
9425,2017-11-02,7,Null
9426,2017-11-02,8,Null
9427,2017-11-02,9,Null
9428,2017-11-02,10,Null
9429,2017-11-02,11,Null
9430,2017-11-03,2,Null
9431,2017-11-03,3,Null
9432,2017-11-03,4,Null
9433,2017-11-03,5,Null
9434,2017-11-03,6,Null
9435,2017-11-03,7,Null
9436,2017-11-03,8,Null
9437,2017-11-03,9,Null
9438,2017-11-03,10,Null
9439,2017-11-03,11,Null
9440,2017-11-06,2,Null
9441,2017-11-06,3,Null
9442,2017-11-06,4,Null
9443,2017-11-06,5,Null
9444,2017-11-06,6,Null
9445,2017-11-06,7,Null
9446,2017-11-06,8,Null
9447,2017-11-06,9,Null
9448,2017-11-06,10,Null
9449,2017-11-06,11,Null
9450,2017-11-07,2,Null
9451,2017-11-07,3,Null
9452,2017-11-07,4,Null
9453,2017-11-07,5,Null
9454,2017-11-07,6,Null
9455,2017-11-07,7,Null
9456,2017-11-07,8,Null
9457,2017-11-07,9,Null
9458,2017-11-07,10,Null
9459,2017-11-07,11,Null
9460,2017-11-08,2,Null
9461,2017-11-08,3,Null
9462,2017-11-08,4,Null
