,Date,Open,High,Low,Close,Volume,ROE,PER,PBR
447,2015-10-27,295500,300000,290500,300000,159406,9.18,21.06,1.86
448,2015-10-28,306000,322000,306000,315000,671657,9.18,21.06,1.86
449,2015-10-29,315000,318500,311500,315000,290250,9.18,21.06,1.86
450,2015-10-30,314500,315000,303500,304500,312826,9.18,21.06,1.86
451,2015-11-02,303500,315000,303500,314500,232306,9.18,21.06,1.86
452,2015-11-03,317500,321000,314500,319000,203944,9.18,21.06,1.86
453,2015-11-04,321000,321500,314000,315500,152967,9.18,21.06,1.86
454,2015-11-05,312000,313500,303000,304000,270565,9.18,21.06,1.86
455,2015-11-06,301500,306500,300500,304000,168141,9.18,21.06,1.86
456,2015-11-09,300000,303000,289000,296500,290803,9.18,21.06,1.86
457,2015-11-10,292000,301000,292000,296500,180697,9.18,21.06,1.86
458,2015-11-11,295500,299000,286500,296500,203856,9.18,21.06,1.86
459,2015-11-12,298000,301500,294500,298000,140900,9.18,21.06,1.86
460,2015-11-13,295000,305000,294000,299500,228823,9.18,21.06,1.86
461,2015-11-16,294000,298000,293000,294000,140792,9.18,21.06,1.86
462,2015-11-17,301000,316500,298500,313500,336995,9.18,21.06,1.86
463,2015-11-18,313500,319000,310000,313000,174571,9.18,21.06,1.86
464,2015-11-19,317500,327500,317000,326000,319695,9.18,21.06,1.86
465,2015-11-20,327500,332500,321500,322500,246226,9.18,21.06,1.86
466,2015-11-23,323000,324000,318000,322000,227567,9.18,21.06,1.86
467,2015-11-24,322500,335000,320000,334000,295793,9.18,21.06,1.86
468,2015-11-25,332000,333000,321500,322000,248609,9.18,21.06,1.86
469,2015-11-26,322000,331500,321500,324000,161002,9.18,21.06,1.86
470,2015-11-27,324000,325500,318000,321000,135494,9.18,21.06,1.86
471,2015-11-30,317500,323000,313000,318000,365371,9.18,21.06,1.86
472,2015-12-01,318000,324500,318000,322000,159183,9.18,21.06,1.86
473,2015-12-02,322500,323500,315500,315500,140717,9.18,21.06,1.86
474,2015-12-03,315000,319000,311500,315500,129685,9.18,21.06,1.86
475,2015-12-04,310000,314000,309000,309000,179325,9.18,21.06,1.86
476,2015-12-07,313500,314000,306000,306500,151914,9.18,21.06,1.86
477,2015-12-08,305000,311500,304500,307000,135616,9.18,21.06,1.86
478,2015-12-09,308500,318000,308000,315000,200597,9.18,21.06,1.86
479,2015-12-10,315000,317500,305000,314000,243025,9.18,21.06,1.86
480,2015-12-11,317000,327500,316000,326500,289629,9.18,21.06,1.86
481,2015-12-14,323500,329000,319000,323000,218398,9.18,21.06,1.86
482,2015-12-15,327000,327000,311000,313000,276667,9.18,21.06,1.86
483,2015-12-16,320000,324000,318000,320500,332261,9.18,21.06,1.86
484,2015-12-17,327000,333500,321500,333500,374642,9.18,21.06,1.86
485,2015-12-18,329500,335000,328000,332000,193236,9.18,21.06,1.86
486,2015-12-21,331000,337000,329000,332000,146084,9.18,21.06,1.86
487,2015-12-22,332000,333500,328000,333000,106523,9.18,21.06,1.86
488,2015-12-23,333500,343500,333500,339500,255014,9.18,21.06,1.86
489,2015-12-24,343000,343500,337500,338000,158117,9.18,21.06,1.86
